AREA,'ISP','Reserve Type','Type of Product','Direction','Offered','Activated','Unavailable'
NO1 SCA,'31.01.2024 05:15 - 31.01.2024 05:30 (CET/CEST)','mFRR','Local','Up','134','0',''
NO1 SCA,'31.01.2024 05:15 - 31.01.2024 05:30 (CET/CEST)','mFRR','Local','Down','243','0',''
NO1 SCA,'31.01.2024 05:30 - 31.01.2024 05:45 (CET/CEST)','mFRR','Local','Up','134','0',''
NO1 SCA,'31.01.2024 05:30 - 31.01.2024 05:45 (CET/CEST)','mFRR','Local','Down','243','0',''
NO1 SCA,'31.01.2024 05:45 - 31.01.2024 06:00 (CET/CEST)','mFRR','Local','Up','134','0',''
NO1 SCA,'31.01.2024 05:45 - 31.01.2024 06:00 (CET/CEST)','mFRR','Local','Down','243','0',''
NO1 SCA,'31.01.2024 06:00 - 31.01.2024 06:15 (CET/CEST)','mFRR','Local','Up','106','0',''
NO1 SCA,'31.01.2024 06:00 - 31.01.2024 06:15 (CET/CEST)','mFRR','Local','Down','253','0',''
NO1 SCA,'31.01.2024 06:15 - 31.01.2024 06:30 (CET/CEST)','mFRR','Local','Up','106','0',''
NO1 SCA,'31.01.2024 06:15 - 31.01.2024 06:30 (CET/CEST)','mFRR','Local','Down','253','0',''
NO1 SCA,'31.01.2024 06:30 - 31.01.2024 06:45 (CET/CEST)','mFRR','Local','Up','106','0',''
NO1 SCA,'31.01.2024 06:30 - 31.01.2024 06:45 (CET/CEST)','mFRR','Local','Down','253','0',''
NO1 SCA,'31.01.2024 06:45 - 31.01.2024 07:00 (CET/CEST)','mFRR','Local','Up','106','0',''
NO1 SCA,'31.01.2024 06:45 - 31.01.2024 07:00 (CET/CEST)','mFRR','Local','Down','253','0',''
NO1 SCA,'31.01.2024 07:00 - 31.01.2024 07:15 (CET/CEST)','mFRR','Local','Up','93','0',''
NO1 SCA,'31.01.2024 07:00 - 31.01.2024 07:15 (CET/CEST)','mFRR','Local','Down','266','0',''
NO1 SCA,'31.01.2024 07:15 - 31.01.2024 07:30 (CET/CEST)','mFRR','Local','Up','93','0',''
NO1 SCA,'31.01.2024 07:15 - 31.01.2024 07:30 (CET/CEST)','mFRR','Local','Down','266','0',''
NO1 SCA,'31.01.2024 07:30 - 31.01.2024 07:45 (CET/CEST)','mFRR','Local','Up','93','0',''
NO1 SCA,'31.01.2024 07:30 - 31.01.2024 07:45 (CET/CEST)','mFRR','Local','Down','266','0',''
NO1 SCA,'31.01.2024 07:45 - 31.01.2024 08:00 (CET/CEST)','mFRR','Local','Up','93','0',''
NO1 SCA,'31.01.2024 07:45 - 31.01.2024 08:00 (CET/CEST)','mFRR','Local','Down','266','0',''
NO1 SCA,'31.01.2024 08:00 - 31.01.2024 08:15 (CET/CEST)','mFRR','Local','Up','93','0',''
NO1 SCA,'31.01.2024 08:00 - 31.01.2024 08:15 (CET/CEST)','mFRR','Local','Down','266','0',''
NO1 SCA,'31.01.2024 08:15 - 31.01.2024 08:30 (CET/CEST)','mFRR','Local','Up','93','0',''
NO1 SCA,'31.01.2024 08:15 - 31.01.2024 08:30 (CET/CEST)','mFRR','Local','Down','266','0',''
NO1 SCA,'31.01.2024 08:30 - 31.01.2024 08:45 (CET/CEST)','mFRR','Local','Up','93','0',''
NO1 SCA,'31.01.2024 08:30 - 31.01.2024 08:45 (CET/CEST)','mFRR','Local','Down','266','0',''
NO1 SCA,'31.01.2024 08:45 - 31.01.2024 09:00 (CET/CEST)','mFRR','Local','Up','93','0',''
NO1 SCA,'31.01.2024 08:45 - 31.01.2024 09:00 (CET/CEST)','mFRR','Local','Down','266','0',''
NO1 SCA,'31.01.2024 09:00 - 31.01.2024 09:15 (CET/CEST)','mFRR','Local','Up','126','0',''
NO1 SCA,'31.01.2024 09:00 - 31.01.2024 09:15 (CET/CEST)','mFRR','Local','Down','254','0',''
NO1 SCA,'31.01.2024 09:15 - 31.01.2024 09:30 (CET/CEST)','mFRR','Local','Up','126','0',''
NO1 SCA,'31.01.2024 09:15 - 31.01.2024 09:30 (CET/CEST)','mFRR','Local','Down','254','0',''
NO1 SCA,'31.01.2024 09:30 - 31.01.2024 09:45 (CET/CEST)','mFRR','Local','Up','126','0',''
NO1 SCA,'31.01.2024 09:30 - 31.01.2024 09:45 (CET/CEST)','mFRR','Local','Down','254','0',''
NO1 SCA,'31.01.2024 09:45 - 31.01.2024 10:00 (CET/CEST)','mFRR','Local','Up','126','0',''
NO1 SCA,'31.01.2024 09:45 - 31.01.2024 10:00 (CET/CEST)','mFRR','Local','Down','254','0',''
NO1 SCA,'31.01.2024 10:00 - 31.01.2024 10:15 (CET/CEST)','mFRR','Local','Up','129','0',''
NO1 SCA,'31.01.2024 10:00 - 31.01.2024 10:15 (CET/CEST)','mFRR','Local','Down','254','0',''
NO1 SCA,'31.01.2024 10:15 - 31.01.2024 10:30 (CET/CEST)','mFRR','Local','Up','129','0',''
NO1 SCA,'31.01.2024 10:15 - 31.01.2024 10:30 (CET/CEST)','mFRR','Local','Down','254','0',''
NO1 SCA,'31.01.2024 10:30 - 31.01.2024 10:45 (CET/CEST)','mFRR','Local','Up','129','0',''
NO1 SCA,'31.01.2024 10:30 - 31.01.2024 10:45 (CET/CEST)','mFRR','Local','Down','254','0',''
NO1 SCA,'31.01.2024 10:45 - 31.01.2024 11:00 (CET/CEST)','mFRR','Local','Up','129','0',''
NO1 SCA,'31.01.2024 10:45 - 31.01.2024 11:00 (CET/CEST)','mFRR','Local','Down','254','0',''
NO1 SCA,'31.01.2024 11:00 - 31.01.2024 11:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 11:00 - 31.01.2024 11:15 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 11:15 - 31.01.2024 11:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 11:15 - 31.01.2024 11:30 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 11:30 - 31.01.2024 11:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 11:30 - 31.01.2024 11:45 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 11:45 - 31.01.2024 12:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 11:45 - 31.01.2024 12:00 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 12:00 - 31.01.2024 12:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 12:00 - 31.01.2024 12:15 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 12:15 - 31.01.2024 12:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 12:15 - 31.01.2024 12:30 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 12:30 - 31.01.2024 12:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 12:30 - 31.01.2024 12:45 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 12:45 - 31.01.2024 13:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 12:45 - 31.01.2024 13:00 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 13:00 - 31.01.2024 13:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 13:00 - 31.01.2024 13:15 (CET/CEST)','mFRR','Local','Down','283','0',''
NO1 SCA,'31.01.2024 13:15 - 31.01.2024 13:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 13:15 - 31.01.2024 13:30 (CET/CEST)','mFRR','Local','Down','283','0',''
NO1 SCA,'31.01.2024 13:30 - 31.01.2024 13:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 13:30 - 31.01.2024 13:45 (CET/CEST)','mFRR','Local','Down','283','0',''
NO1 SCA,'31.01.2024 13:45 - 31.01.2024 14:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 13:45 - 31.01.2024 14:00 (CET/CEST)','mFRR','Local','Down','283','0',''
NO1 SCA,'31.01.2024 14:00 - 31.01.2024 14:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 14:00 - 31.01.2024 14:15 (CET/CEST)','mFRR','Local','Down','280','0',''
NO1 SCA,'31.01.2024 14:15 - 31.01.2024 14:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 14:15 - 31.01.2024 14:30 (CET/CEST)','mFRR','Local','Down','280','0',''
NO1 SCA,'31.01.2024 14:30 - 31.01.2024 14:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 14:30 - 31.01.2024 14:45 (CET/CEST)','mFRR','Local','Down','280','0',''
NO1 SCA,'31.01.2024 14:45 - 31.01.2024 15:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 14:45 - 31.01.2024 15:00 (CET/CEST)','mFRR','Local','Down','280','0',''
NO1 SCA,'31.01.2024 15:00 - 31.01.2024 15:15 (CET/CEST)','mFRR','Local','Up','168','0',''
NO1 SCA,'31.01.2024 15:00 - 31.01.2024 15:15 (CET/CEST)','mFRR','Local','Down','259','0',''
NO1 SCA,'31.01.2024 15:15 - 31.01.2024 15:30 (CET/CEST)','mFRR','Local','Up','168','0',''
NO1 SCA,'31.01.2024 15:15 - 31.01.2024 15:30 (CET/CEST)','mFRR','Local','Down','259','0',''
NO1 SCA,'31.01.2024 15:30 - 31.01.2024 15:45 (CET/CEST)','mFRR','Local','Up','168','0',''
NO1 SCA,'31.01.2024 15:30 - 31.01.2024 15:45 (CET/CEST)','mFRR','Local','Down','259','0',''
NO1 SCA,'31.01.2024 15:45 - 31.01.2024 16:00 (CET/CEST)','mFRR','Local','Up','168','0',''
NO1 SCA,'31.01.2024 15:45 - 31.01.2024 16:00 (CET/CEST)','mFRR','Local','Down','259','0',''
NO1 SCA,'31.01.2024 16:00 - 31.01.2024 16:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 16:00 - 31.01.2024 16:15 (CET/CEST)','mFRR','Local','Down','287','0',''
NO1 SCA,'31.01.2024 16:15 - 31.01.2024 16:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 16:15 - 31.01.2024 16:30 (CET/CEST)','mFRR','Local','Down','287','0',''
NO1 SCA,'31.01.2024 16:30 - 31.01.2024 16:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 16:30 - 31.01.2024 16:45 (CET/CEST)','mFRR','Local','Down','287','0',''
NO1 SCA,'31.01.2024 16:45 - 31.01.2024 17:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 16:45 - 31.01.2024 17:00 (CET/CEST)','mFRR','Local','Down','287','0',''
NO1 SCA,'31.01.2024 17:00 - 31.01.2024 17:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 17:00 - 31.01.2024 17:15 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 17:15 - 31.01.2024 17:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 17:15 - 31.01.2024 17:30 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 17:30 - 31.01.2024 17:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 17:30 - 31.01.2024 17:45 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 17:45 - 31.01.2024 18:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 17:45 - 31.01.2024 18:00 (CET/CEST)','mFRR','Local','Down','288','0',''
NO1 SCA,'31.01.2024 18:00 - 31.01.2024 18:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 18:00 - 31.01.2024 18:15 (CET/CEST)','mFRR','Local','Down','285','0',''
NO1 SCA,'31.01.2024 18:15 - 31.01.2024 18:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 18:15 - 31.01.2024 18:30 (CET/CEST)','mFRR','Local','Down','285','0',''
NO1 SCA,'31.01.2024 18:30 - 31.01.2024 18:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 18:30 - 31.01.2024 18:45 (CET/CEST)','mFRR','Local','Down','285','0',''
NO1 SCA,'31.01.2024 18:45 - 31.01.2024 19:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 18:45 - 31.01.2024 19:00 (CET/CEST)','mFRR','Local','Down','285','0',''
NO1 SCA,'31.01.2024 19:00 - 31.01.2024 19:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 19:00 - 31.01.2024 19:15 (CET/CEST)','mFRR','Local','Down','285','0',''
NO1 SCA,'31.01.2024 19:15 - 31.01.2024 19:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 19:15 - 31.01.2024 19:30 (CET/CEST)','mFRR','Local','Down','285','0',''
NO1 SCA,'31.01.2024 19:30 - 31.01.2024 19:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 19:30 - 31.01.2024 19:45 (CET/CEST)','mFRR','Local','Down','285','0',''
NO1 SCA,'31.01.2024 19:45 - 31.01.2024 20:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 19:45 - 31.01.2024 20:00 (CET/CEST)','mFRR','Local','Down','285','0',''
NO1 SCA,'31.01.2024 20:00 - 31.01.2024 20:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 20:00 - 31.01.2024 20:15 (CET/CEST)','mFRR','Local','Down','294','0',''
NO1 SCA,'31.01.2024 20:15 - 31.01.2024 20:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 20:15 - 31.01.2024 20:30 (CET/CEST)','mFRR','Local','Down','294','0',''
NO1 SCA,'31.01.2024 20:30 - 31.01.2024 20:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 20:30 - 31.01.2024 20:45 (CET/CEST)','mFRR','Local','Down','294','0',''
NO1 SCA,'31.01.2024 20:45 - 31.01.2024 21:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 20:45 - 31.01.2024 21:00 (CET/CEST)','mFRR','Local','Down','294','0',''
NO1 SCA,'31.01.2024 21:00 - 31.01.2024 21:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 21:00 - 31.01.2024 21:15 (CET/CEST)','mFRR','Local','Down','280','0',''
NO1 SCA,'31.01.2024 21:15 - 31.01.2024 21:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 21:15 - 31.01.2024 21:30 (CET/CEST)','mFRR','Local','Down','280','0',''
NO1 SCA,'31.01.2024 21:30 - 31.01.2024 21:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 21:30 - 31.01.2024 21:45 (CET/CEST)','mFRR','Local','Down','280','0',''
NO1 SCA,'31.01.2024 21:45 - 31.01.2024 22:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 21:45 - 31.01.2024 22:00 (CET/CEST)','mFRR','Local','Down','280','0',''
NO1 SCA,'31.01.2024 22:00 - 31.01.2024 22:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 22:00 - 31.01.2024 22:15 (CET/CEST)','mFRR','Local','Down','256','0',''
NO1 SCA,'31.01.2024 22:15 - 31.01.2024 22:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 22:15 - 31.01.2024 22:30 (CET/CEST)','mFRR','Local','Down','256','0',''
NO1 SCA,'31.01.2024 22:30 - 31.01.2024 22:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 22:30 - 31.01.2024 22:45 (CET/CEST)','mFRR','Local','Down','256','0',''
NO1 SCA,'31.01.2024 22:45 - 31.01.2024 23:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 22:45 - 31.01.2024 23:00 (CET/CEST)','mFRR','Local','Down','256','0',''
NO1 SCA,'31.01.2024 23:00 - 31.01.2024 23:15 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 23:00 - 31.01.2024 23:15 (CET/CEST)','mFRR','Local','Down','263','0',''
NO1 SCA,'31.01.2024 23:15 - 31.01.2024 23:30 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 23:15 - 31.01.2024 23:30 (CET/CEST)','mFRR','Local','Down','263','0',''
NO1 SCA,'31.01.2024 23:30 - 31.01.2024 23:45 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 23:30 - 31.01.2024 23:45 (CET/CEST)','mFRR','Local','Down','263','0',''
NO1 SCA,'31.01.2024 23:45 - 01.02.2024 00:00 (CET/CEST)','mFRR','Local','Up','147','0',''
NO1 SCA,'31.01.2024 23:45 - 01.02.2024 00:00 (CET/CEST)','mFRR','Local','Down','263','0',''
NO1 SCA,'01.02.2024 00:00 - 01.02.2024 00:15 (CET/CEST)','mFRR','Local','Up','368','0',''
NO1 SCA,'01.02.2024 00:00 - 01.02.2024 00:15 (CET/CEST)','mFRR','Local','Down','112','0',''
NO1 SCA,'01.02.2024 00:15 - 01.02.2024 00:30 (CET/CEST)','mFRR','Local','Up','368','0',''
NO1 SCA,'01.02.2024 00:15 - 01.02.2024 00:30 (CET/CEST)','mFRR','Local','Down','112','0',''
NO1 SCA,'01.02.2024 00:30 - 01.02.2024 00:45 (CET/CEST)','mFRR','Local','Up','368','0',''
NO1 SCA,'01.02.2024 00:30 - 01.02.2024 00:45 (CET/CEST)','mFRR','Local','Down','112','0',''
NO1 SCA,'01.02.2024 00:45 - 01.02.2024 01:00 (CET/CEST)','mFRR','Local','Up','368','0',''
NO1 SCA,'01.02.2024 00:45 - 01.02.2024 01:00 (CET/CEST)','mFRR','Local','Down','112','0',''
NO1 SCA,'01.02.2024 01:00 - 01.02.2024 01:15 (CET/CEST)','mFRR','Local','Up','551','0',''
NO1 SCA,'01.02.2024 01:00 - 01.02.2024 01:15 (CET/CEST)','mFRR','Local','Down','78','0',''
NO1 SCA,'01.02.2024 01:15 - 01.02.2024 01:30 (CET/CEST)','mFRR','Local','Up','551','0',''
NO1 SCA,'01.02.2024 01:15 - 01.02.2024 01:30 (CET/CEST)','mFRR','Local','Down','78','0',''
NO1 SCA,'01.02.2024 01:30 - 01.02.2024 01:45 (CET/CEST)','mFRR','Local','Up','551','0',''
NO1 SCA,'01.02.2024 01:30 - 01.02.2024 01:45 (CET/CEST)','mFRR','Local','Down','78','0',''
NO1 SCA,'01.02.2024 01:45 - 01.02.2024 02:00 (CET/CEST)','mFRR','Local','Up','551','0',''
NO1 SCA,'01.02.2024 01:45 - 01.02.2024 02:00 (CET/CEST)','mFRR','Local','Down','78','0',''
NO1 SCA,'01.02.2024 02:00 - 01.02.2024 02:15 (CET/CEST)','mFRR','Local','Up','538','0',''
NO1 SCA,'01.02.2024 02:00 - 01.02.2024 02:15 (CET/CEST)','mFRR','Local','Down','51','0',''
NO1 SCA,'01.02.2024 02:15 - 01.02.2024 02:30 (CET/CEST)','mFRR','Local','Up','538','0',''
NO1 SCA,'01.02.2024 02:15 - 01.02.2024 02:30 (CET/CEST)','mFRR','Local','Down','51','0',''
NO1 SCA,'01.02.2024 02:30 - 01.02.2024 02:45 (CET/CEST)','mFRR','Local','Up','538','0',''
NO1 SCA,'01.02.2024 02:30 - 01.02.2024 02:45 (CET/CEST)','mFRR','Local','Down','51','0',''
NO1 SCA,'01.02.2024 02:45 - 01.02.2024 03:00 (CET/CEST)','mFRR','Local','Up','538','0',''
NO1 SCA,'01.02.2024 02:45 - 01.02.2024 03:00 (CET/CEST)','mFRR','Local','Down','51','0',''
NO1 SCA,'01.02.2024 03:00 - 01.02.2024 03:15 (CET/CEST)','mFRR','Local','Up','560','0',''
NO1 SCA,'01.02.2024 03:00 - 01.02.2024 03:15 (CET/CEST)','mFRR','Local','Down','60','0',''
NO1 SCA,'01.02.2024 03:15 - 01.02.2024 03:30 (CET/CEST)','mFRR','Local','Up','560','0',''
NO1 SCA,'01.02.2024 03:15 - 01.02.2024 03:30 (CET/CEST)','mFRR','Local','Down','60','0',''
NO1 SCA,'01.02.2024 03:30 - 01.02.2024 03:45 (CET/CEST)','mFRR','Local','Up','560','0',''
NO1 SCA,'01.02.2024 03:30 - 01.02.2024 03:45 (CET/CEST)','mFRR','Local','Down','60','0',''
NO1 SCA,'01.02.2024 03:45 - 01.02.2024 04:00 (CET/CEST)','mFRR','Local','Up','560','0',''
NO1 SCA,'01.02.2024 03:45 - 01.02.2024 04:00 (CET/CEST)','mFRR','Local','Down','60','0',''
NO1 SCA,'01.02.2024 04:00 - 01.02.2024 04:15 (CET/CEST)','mFRR','Local','Up','470','0',''
NO1 SCA,'01.02.2024 04:00 - 01.02.2024 04:15 (CET/CEST)','mFRR','Local','Down','29','0',''
NO1 SCA,'01.02.2024 04:15 - 01.02.2024 04:30 (CET/CEST)','mFRR','Local','Up','470','0',''
NO1 SCA,'01.02.2024 04:15 - 01.02.2024 04:30 (CET/CEST)','mFRR','Local','Down','29','0',''
NO1 SCA,'01.02.2024 04:30 - 01.02.2024 04:45 (CET/CEST)','mFRR','Local','Up','470','0',''
NO1 SCA,'01.02.2024 04:30 - 01.02.2024 04:45 (CET/CEST)','mFRR','Local','Down','29','0',''
NO1 SCA,'01.02.2024 04:45 - 01.02.2024 05:00 (CET/CEST)','mFRR','Local','Up','470','0',''
NO1 SCA,'01.02.2024 04:45 - 01.02.2024 05:00 (CET/CEST)','mFRR','Local','Down','29','0',''
NO1 SCA,'01.02.2024 05:00 - 01.02.2024 05:15 (CET/CEST)','mFRR','Local','Up','435','0',''
NO1 SCA,'01.02.2024 05:00 - 01.02.2024 05:15 (CET/CEST)','mFRR','Local','Down','0','0',''
NO1 SCA,'01.02.2024 05:15 - 01.02.2024 05:30 (CET/CEST)','mFRR','Local','Up','435','0',''
NO1 SCA,'01.02.2024 05:15 - 01.02.2024 05:30 (CET/CEST)','mFRR','Local','Down','0','0',''
NO1 SCA,'01.02.2024 05:30 - 01.02.2024 05:45 (CET/CEST)','mFRR','Local','Up','435','0',''
NO1 SCA,'01.02.2024 05:30 - 01.02.2024 05:45 (CET/CEST)','mFRR','Local','Down','0','0',''
NO1 SCA,'01.02.2024 05:45 - 01.02.2024 06:00 (CET/CEST)','mFRR','Local','Up','435','0',''
NO1 SCA,'01.02.2024 05:45 - 01.02.2024 06:00 (CET/CEST)','mFRR','Local','Down','0','0',''
NO1 SCA,'01.02.2024 06:00 - 01.02.2024 06:15 (CET/CEST)','mFRR','Local','Up','366','0',''
NO1 SCA,'01.02.2024 06:00 - 01.02.2024 06:15 (CET/CEST)','mFRR','Local','Down','97','0',''
NO1 SCA,'01.02.2024 06:15 - 01.02.2024 06:30 (CET/CEST)','mFRR','Local','Up','366','0',''
NO1 SCA,'01.02.2024 06:15 - 01.02.2024 06:30 (CET/CEST)','mFRR','Local','Down','97','0',''
NO1 SCA,'01.02.2024 06:30 - 01.02.2024 06:45 (CET/CEST)','mFRR','Local','Up','366','0',''
NO1 SCA,'01.02.2024 06:30 - 01.02.2024 06:45 (CET/CEST)','mFRR','Local','Down','97','0',''
NO1 SCA,'01.02.2024 06:45 - 01.02.2024 07:00 (CET/CEST)','mFRR','Local','Up','366','0',''
NO1 SCA,'01.02.2024 06:45 - 01.02.2024 07:00 (CET/CEST)','mFRR','Local','Down','97','0',''
NO1 SCA,'01.02.2024 07:00 - 01.02.2024 07:15 (CET/CEST)','mFRR','Local','Up','359','0',''
NO1 SCA,'01.02.2024 07:00 - 01.02.2024 07:15 (CET/CEST)','mFRR','Local','Down','106','0',''
NO1 SCA,'01.02.2024 07:15 - 01.02.2024 07:30 (CET/CEST)','mFRR','Local','Up','359','83',''
NO1 SCA,'01.02.2024 07:15 - 01.02.2024 07:30 (CET/CEST)','mFRR','Local','Down','106','0',''
NO1 SCA,'01.02.2024 07:30 - 01.02.2024 07:45 (CET/CEST)','mFRR','Local','Up','359','83',''
NO1 SCA,'01.02.2024 07:30 - 01.02.2024 07:45 (CET/CEST)','mFRR','Local','Down','106','0',''
NO1 SCA,'01.02.2024 07:45 - 01.02.2024 08:00 (CET/CEST)','mFRR','Local','Up','359','83',''
NO1 SCA,'01.02.2024 07:45 - 01.02.2024 08:00 (CET/CEST)','mFRR','Local','Down','106','0',''
NO1 SCA,'01.02.2024 08:00 - 01.02.2024 08:15 (CET/CEST)','mFRR','Local','Up','249','68',''
NO1 SCA,'01.02.2024 08:00 - 01.02.2024 08:15 (CET/CEST)','mFRR','Local','Down','157','0',''
NO1 SCA,'01.02.2024 08:15 - 01.02.2024 08:30 (CET/CEST)','mFRR','Local','Up','249','68',''
NO1 SCA,'01.02.2024 08:15 - 01.02.2024 08:30 (CET/CEST)','mFRR','Local','Down','157','0',''
NO1 SCA,'01.02.2024 08:30 - 01.02.2024 08:45 (CET/CEST)','mFRR','Local','Up','249','68',''
NO1 SCA,'01.02.2024 08:30 - 01.02.2024 08:45 (CET/CEST)','mFRR','Local','Down','157','0',''
NO1 SCA,'01.02.2024 08:45 - 01.02.2024 09:00 (CET/CEST)','mFRR','Local','Up','249','68',''
NO1 SCA,'01.02.2024 08:45 - 01.02.2024 09:00 (CET/CEST)','mFRR','Local','Down','157','0',''
NO1 SCA,'01.02.2024 09:00 - 01.02.2024 09:15 (CET/CEST)','mFRR','Local','Up','272','25',''
NO1 SCA,'01.02.2024 09:00 - 01.02.2024 09:15 (CET/CEST)','mFRR','Local','Down','160','0',''
NO1 SCA,'01.02.2024 09:15 - 01.02.2024 09:30 (CET/CEST)','mFRR','Local','Up','272','25',''
NO1 SCA,'01.02.2024 09:15 - 01.02.2024 09:30 (CET/CEST)','mFRR','Local','Down','160','0',''
NO1 SCA,'01.02.2024 09:30 - 01.02.2024 09:45 (CET/CEST)','mFRR','Local','Up','272','25',''
NO1 SCA,'01.02.2024 09:30 - 01.02.2024 09:45 (CET/CEST)','mFRR','Local','Down','160','0',''
NO1 SCA,'01.02.2024 09:45 - 01.02.2024 10:00 (CET/CEST)','mFRR','Local','Up','272','25',''
NO1 SCA,'01.02.2024 09:45 - 01.02.2024 10:00 (CET/CEST)','mFRR','Local','Down','160','0',''
NO1 SCA,'01.02.2024 10:00 - 01.02.2024 10:15 (CET/CEST)','mFRR','Local','Up','273','0',''
NO1 SCA,'01.02.2024 10:00 - 01.02.2024 10:15 (CET/CEST)','mFRR','Local','Down','154','0',''
NO1 SCA,'01.02.2024 10:15 - 01.02.2024 10:30 (CET/CEST)','mFRR','Local','Up','273','0',''
NO1 SCA,'01.02.2024 10:15 - 01.02.2024 10:30 (CET/CEST)','mFRR','Local','Down','154','0',''
NO1 SCA,'01.02.2024 10:30 - 01.02.2024 10:45 (CET/CEST)','mFRR','Local','Up','273','0',''
NO1 SCA,'01.02.2024 10:30 - 01.02.2024 10:45 (CET/CEST)','mFRR','Local','Down','154','0',''
